INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
255508	CCMSLIB00003138010	Spectral Match to 5.alpha.-Androsterone from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
255523	CCMSLIB00003136478	Spectral Match to 5.alpha.-Androsterone from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
256550	CCMSLIB00000213326	Massbank:FFF00140 5-beta-Androstan-17-beta-ol-3-one|5-beta-Dihydrotestosterone|Etiocholane-17-beta-ol-3-one	NVKAWKQGWWIWPM	Tags Present	Check Current Tags and Add if Incomplete																	animal|human		feces	
256570	CCMSLIB00005719951	Kaurane	ONVABDHFQKWOSV	Tags Present	Check Current Tags and Add if Incomplete																	plant|naturalproduct_plant|naturalproduct_fungal|fungal|naturalproduct|fungal_produced			
256571	CCMSLIB00000213526	Massbank:FFF00248 Androsterone	QGXBDMJGAMFCBF	Tags Missing	Add Tags																				
256896	CCMSLIB00005464463	N-ACETYLNEURAMINATE	SQVRNKJHWKZAKO	Tags Present	Check Current Tags and Add if Incomplete																	drug|bacterial_modified|naturalproduct		|saliva	drug or medication use
257089	CCMSLIB00003134519	Spectral Match to Val-Gly-Val from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
257187	CCMSLIB00005764095	Massbank:LU030803 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257193	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257211	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257370	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257449	CCMSLIB00005764095	Massbank:LU030803 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257450	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257692	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257820	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
257832	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
260784	CCMSLIB00005761025	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	NKFNBVMJTSYZDV	Tags Missing	Add Tags																				
262970	CCMSLIB00003139019	Spectral Match to 9-OxoOTrE from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
263216	CCMSLIB00003135863	Spectral Match to 9-OxoOTrE from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
263870	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
263940	CCMSLIB00000221525	Massbank:MT000128 gamma-Glutamylglutamine	JBFYFLXEJFQWMU	Tags Present	Check Current Tags and Add if Incomplete																	food|human|naturalproduct	9606|Homo sapiens		food consumption
264287	CCMSLIB00003134682	Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
264427	CCMSLIB00003137591	Spectral Match to PyroGlu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
265280	CCMSLIB00000218472	Massbank:KO002981 Glu-Glu	KOSRFJWDECSPRO	Tags Present	Check Current Tags and Add if Incomplete																	food|human|naturalproduct	9606|Homo sapiens		food consumption
265465	CCMSLIB00003134601	Spectral Match to L-.gamma.-Glutamyl-L-glutamic Acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
266223	CCMSLIB00005763117	Massbank:LU123852 MEHP|2-(((2-Ethylhexyl)oxy)carbonyl)benzoic acid|2-(2-ethylhexoxycarbonyl)benzoic acid	DJDSLBVSSOQSLW	Tags Missing	Add Tags																				
266245	CCMSLIB00003136281	Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
266251	CCMSLIB00003136281	Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267081	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267095	CCMSLIB00003135252	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267128	CCMSLIB00003137723	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267129	CCMSLIB00003134682	Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267146	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267184	CCMSLIB00003135252	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267185	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267212	CCMSLIB00003140162	Spectral Match to Stearidonic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267217	CCMSLIB00003135252	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267293	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267295	CCMSLIB00003137723	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267324	CCMSLIB00003135658	Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267380	CCMSLIB00003136281	Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267533	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267561	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
267667	CCMSLIB00003140162	Spectral Match to Stearidonic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
270771	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
270935	CCMSLIB00005776263	Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide	ASWVTGNCAZCNNR	Tags Present	Check Current Tags and Add if Incomplete																	MS_internal_standard|drug|biocide_antimicrobial		blood|urine	drug or medication use
270940	CCMSLIB00000841836	MassbankEU:SM850301 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide	ASWVTGNCAZCNNR	Tags Present	Check Current Tags and Add if Incomplete																	MS_internal_standard|drug|biocide_antimicrobial		blood|urine	drug or medication use
270970	CCMSLIB00003139011	Spectral Match to Triphenylphosphine oxide from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
270989	CCMSLIB00003139011	Spectral Match to Triphenylphosphine oxide from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271008	CCMSLIB00003139011	Spectral Match to Triphenylphosphine oxide from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271144	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271188	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271230	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271295	CCMSLIB00005738623	Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	DTOSIQBPPRVQHS	Tags Missing	Add Tags																				
271314	CCMSLIB00005722215	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	GQEOLYBERRZZCE	Tags Missing	Add Tags																				
271506	CCMSLIB00003137049	Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271509	CCMSLIB00005722215	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	GQEOLYBERRZZCE	Tags Missing	Add Tags																				
271510	CCMSLIB00005722215	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	GQEOLYBERRZZCE	Tags Missing	Add Tags																				
271511	CCMSLIB00003137049	Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271520	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271525	CCMSLIB00003134722	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271533	CCMSLIB00003134722	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271563	CCMSLIB00003134722	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271571	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271619	CCMSLIB00003139901	Spectral Match to Tyr-Pro from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271622	CCMSLIB00003139134	Spectral Match to Tyr-Pro from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271628	CCMSLIB00003136144	Spectral Match to Phe-Leu from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271629	CCMSLIB00003134995	Spectral Match to Leu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271917	CCMSLIB00005722215	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	GQEOLYBERRZZCE	Tags Missing	Add Tags																				
271944	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271975	CCMSLIB00003137820	Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
271979	CCMSLIB00005722215	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	GQEOLYBERRZZCE	Tags Missing	Add Tags																				
271989	CCMSLIB00005722215	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	GQEOLYBERRZZCE	Tags Missing	Add Tags																				
272118	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272179	CCMSLIB00003138727	Spectral Match to Dibutyl phthalate from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272322	CCMSLIB00005738623	Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	DTOSIQBPPRVQHS	Tags Missing	Add Tags																				
272387	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272448	CCMSLIB00003134713	Spectral Match to Phe-Leu from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272453	CCMSLIB00003137982	Spectral Match to Leu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272471	CCMSLIB00003134492	Spectral Match to Phe-Leu from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272519	CCMSLIB00003134492	Spectral Match to Phe-Leu from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272527	CCMSLIB00003137982	Spectral Match to Leu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272528	CCMSLIB00003137982	Spectral Match to Leu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272540	CCMSLIB00003137982	Spectral Match to Leu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272599	CCMSLIB00003137982	Spectral Match to Leu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
27267	CCMSLIB00003136922	Spectral Match to Coniferyl aldehyde from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
272972	CCMSLIB00005722215	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	GQEOLYBERRZZCE	Tags Missing	Add Tags																				
273677	CCMSLIB00005738623	Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	DTOSIQBPPRVQHS	Tags Missing	Add Tags																				
273680	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
273682	CCMSLIB00003134722	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
273686	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
273696	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
273697	CCMSLIB00005738623	Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	DTOSIQBPPRVQHS	Tags Missing	Add Tags																				
273724	CCMSLIB00003137049	Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
